Order_ID,PDate,Status,Fulfilment,Sales_Channel ,ship_service_level,Style,SKU,Category,PSize,ASIN,Qty,currency,Amount,payment_by,ship_city,ship_state,ship_postal-code,ship_country,Label
172.217.12.129-10.42.0.211-443-45900-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXL,Set,XXL,B0894XKVH3,1,INR,654.0,Debit card,Ghaziabad,UTTAR PRADESH,201001.0,IN,1
10.42.0.211-10.42.0.1-52735-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XXL,Set,XXL,B09NQ3MPRM,1,INR,597.0,Debit card,HYDERABAD,TELANGANA,500090.0,IN,1
172.217.10.2-10.42.0.211-443-47218-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3461,JNE3461-KR-L,kurta,L,B08B3YWTLK,1,INR,363.0,Debit card,BENGALURU,KARNATAKA,560036.0,IN,1
10.42.0.151-10.42.0.1-10322-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XXL,kurta,XXL,B081WSWWL7,1,INR,471.0,Credit Card,GWALIOR,MADHYA PRADESH,474001.0,IN,1
172.217.7.227-10.42.0.42-443-57012-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE2270,JNE2270-KR-487-A-XL,kurta,XL,B07H7F6SKC,0,,,Credit Card,AKOLA,MAHARASHTRA,444101.0,IN,1
10.42.0.42-27.221.28.204-39672-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-M,Western Dress,M,B099NQQ79L,1,INR,744.0,Credit Card,JORHAT,ASSAM,785001.0,IN,0
10.42.0.211-106.11.92.1-48378-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-S,kurta,S,B08KRYGJD1,1,INR,399.0,Credit Card,CHENNAI,TAMIL NADU,600100.0,IN,1
10.42.0.151-36.110.213.49-37843-80-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0096,J0096-KR-S,kurta,S,B089G356KM,1,INR,568.0,Credit Card,RAMANAGARA,KARNATAKA,562159.0,IN,0
222.73.28.96-10.42.0.211-80-40286-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET319,SET319-KR-NP-S,Set,S,B09KXV4TTM,1,INR,835.0,Cash,Vijayapur,KARNATAKA,586109.0,IN,0
203.205.158.63-10.42.0.151-80-56747-6,04-30-22,Shipped - Rejected by Buyer,Merchant,Amazon.in,Standard,J0096,J0096-KR-S,kurta,S,B089G356KM,1,INR,568.0,Credit Card,RAMANAGARA,KARNATAKA,562159.0,IN,0
10.42.0.211-106.11.14.99-50673-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0415,J0415-DR-L,Western Dress,L,B09TY1CM1M,1,INR,899.0,Credit Card,BOKARO STEEL CITY,JHARKHAND,827001.0,IN,1
209.15.224.11-10.42.0.211-443-39078-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3718,JNE3718-KR-XXL,kurta,XXL,B099NMS4LL,1,INR,406.0,Credit Card,BENGALURU,KARNATAKA,560008.0,IN,0
172.217.10.10-10.42.0.42-443-58004-6,04-30-22,Shipped,Amazon,Amazon.in,Standard,SET014,SET014-KR-PP-XXL,Set,XXL,B07JPDGGHY,1,INR,0.0,Debit card,LUCKNOW,UTTAR PRADESH,226002.0,IN,1
182.254.5.234-10.42.0.42-80-45290-6,04-30-22,Cancelled,Merchant,Amazon.in,Standard,SET408,SET408-KR-NP-XXL,Set,XXL,B09RKFHRZF,0,INR,570.48,Debit card,MUMBAI,MAHARASHTRA,400101.0,IN,0
10.42.0.211-54.192.38.236-54579-443-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-M,kurta,M,B081WVMMCY,1,INR,399.0,Debit card,KHAMMAM,TELANGANA,507003.0,IN,1
216.58.219.196-10.42.0.211-443-60644-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0254,J0254-SKD-XS,Set,XS,B09M6S1SRL,1,INR,789.0,Debit card,CHENNAI,TAMIL NADU,600041.0,IN,0
10.42.0.211-74.6.105.9-45678-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SAR114,SAR114,Saree,Free,B09NDD3F72,1,INR,620.0,Credit Card,NEW DELHI,DELHI,110084.0,IN,1
10.42.0.151-52.88.110.117-47506-443-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0010,J0010-LCD-XS,Set,XS,B08BJQVTHS,1,INR,0.0,Credit Card,AURANGABAD,MAHARASHTRA,431002.0,IN,1
172.217.10.46-10.42.0.151-443-49578-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET186,SET186-KR-DH-K-M,Set,M,B08B4TP9NR,1,INR,631.0,Credit Card,Pune,MAHARASHTRA,411014.0,IN,0
10.42.0.211-98.139.180.180-51618-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3819,JNE3819-KR-L,kurta,L,B09LTZ2CHY,1,INR,499.0,Credit Card,GADARWARA,MADHYA PRADESH,487551.0,IN,1
10.42.0.151-10.42.0.1-5310-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0335,J0335-DR-L,Western Dress,L,B09831T4CQ,1,INR,807.0,Credit Card,HYDERABAD,TELANGANA,500050.0,IN,0
198.105.244.11-10.42.0.151-80-48969-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET334,SET334-KR-NP-XXL,Set,XXL,B09KXTKBG4,1,INR,666.0,Credit Card,PUDUCHERRY,PUDUCHERRY,605001.0,IN,0
10.42.0.151-10.42.0.1-5351-40157-17,04-30-22,Shipped,Amazon,Amazon.in,Standard,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,1,INR,0.0,Credit Card,SHIRDI,MAHARASHTRA,423109.0,IN,1
10.42.0.211-10.42.0.1-42978-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3470,JNE3470-KR-XS,kurta,XS,B08W9G1YSB,1,INR,329.0,Credit Card,VELLORE,TAMIL NADU,632004.0,IN,1
180.149.134.221-10.42.0.211-80-42281-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3619,JNE3619-KR-XS,kurta,XS,B091Q8BKLW,0,,,Credit Card,VELLORE,TAMIL NADU,632004.0,IN,0
10.42.0.151-40.69.150.36-55177-443-6,04-30-22,Shipped,Amazon,Amazon.in,Standard,J0283,J0283-SET-XL,Set,XL,B08QGKHDN3,1,INR,0.0,Credit Card,RANCHI,JHARKHAND,834002.0,IN,1
10.42.0.211-111.202.114.77-56144-443-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3440,JNE3440-KR-N-XL,kurta,XL,B081WPK66G,1,INR,399.0,Credit Card,noida,UTTAR PRADESH,201301.0,IN,0
10.42.0.211-63.250.200.101-47403-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-M,kurta,M,B08KRXV1QR,1,INR,399.0,Credit Card,Mangaluru,KARNATAKA,575007.0,IN,1
150.138.170.22-10.42.0.211-443-59653-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3787,JNE3787-KR-XXL,kurta,XXL,B09RKBXH45,1,INR,487.0,Debit card,SINGRAULI,MADHYA PRADESH,486889.0,IN,0
10.42.0.151-52.84.1.143-49721-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET282,SET282-KR-PP-XXL,Set,XXL,B09CTF82YW,1,INR,1033.0,Debit card,NEW DELHI,DELHI,110063.0,IN,1
172.217.11.14-10.42.0.151-443-33549-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3691,JNE3691-TU-L,Top,L,B0986VTQL7,1,INR,625.0,Debit card,BENGALURU,KARNATAKA,560077.0,IN,0
172.217.10.67-10.42.0.42-443-46346-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-L,Top,L,B08ZHNGS54,1,INR,432.0,Debit card,MUMBAI,MAHARASHTRA,400097.0,IN,0
184.169.166.225-10.42.0.211-443-58401-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3727,JNE3727-KR-XXL,kurta,XXL,B09K3XLB6S,0,,,Debit card,THRIPPUNITHURA,KERALA,682301.0,IN,0
172.217.9.227-10.42.0.151-443-56530-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-M,Set,M,B09RPRS8JL,1,INR,1115.0,Credit Card,NEW DELHI,DELHI,110017.0,IN,0
10.42.0.211-10.42.0.1-26036-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3634,JNE3634-KR-XL,kurta,XL,B097ZZLC2X,1,INR,511.0,Credit Card,GHAZIABAD,UTTAR PRADESH,201014.0,IN,0
172.217.6.225-10.42.0.211-443-54835-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-XL,Set,XL,B099NJV9X7,1,INR,599.0,Credit Card,KENDUJHAR,ODISHA,758001.0,IN,1
10.42.0.151-10.42.0.1-4267-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3675,JNE3675-TU-L,Top,L,B09432M4NC,1,INR,545.0,Credit Card,MUMBAI,MAHARASHTRA,400066.0,IN,1
10.42.0.211-10.42.0.1-48859-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE2199,JNE2199-KR-411-A-XXL,kurta,XXL,B07BL222Q1,1,INR,353.0,Credit Card,THANE,MAHARASHTRA,401107.0,IN,0
10.42.0.211-10.42.0.1-20673-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET184,SET184-KR-PP-XXL,Set,XXL,B08W8KNCDH,1,INR,563.0,Credit Card,THANE,MAHARASHTRA,401107.0,IN,0
172.217.10.42-10.42.0.211-443-52822-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3639,JNE3639-TP-N-XXL,Top,XXL,B08ZH7RVGJ,1,INR,487.0,Credit Card,KALYAN,MAHARASHTRA,421201.0,IN,0
10.42.0.211-31.13.80.52-57396-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3468,JNE3468-KR-L,kurta,L,B08RP69C9N,1,INR,352.0,Credit Card,CHENNAI,TAMIL NADU,600015.0,IN,1
10.42.0.1-10.42.0.42-53-47871-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-L,kurta,L,B082W7GVH7,1,INR,376.0,Credit Card,CHENNAI,TAMIL NADU,600115.0,IN,1
172.217.12.163-10.42.0.211-80-56357-6,04-30-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0213,J0213-TP-L,Top,L,B0965KR7YJ,1,INR,599.0,Credit Card,GURUGRAM,HARYANA,122022.0,IN,1
172.217.12.193-10.42.0.151-443-44620-17,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,BL110,BL110-XL,Blouse,XL,B0929B9QB7,1,INR,329.0,Credit Card,LUDHIANA,PUNJAB,141012.0,IN,1
175.100.207.206-10.42.0.211-80-35487-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XL,Set,XL,B0894X711G,1,INR,1133.0,Debit card,Nerul,GOA,403114.0,IN,1
10.42.0.211-10.42.0.1-17648-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET288,SET288-KR-NP-XXL,Set,XXL,B09M6TQTGV,1,INR,684.0,Debit card,IMPHAL,MANIPUR,795004.0,IN,0
203.205.158.63-10.42.0.211-80-58573-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XS,Set,XS,B09NDKGZ6V,0,,,Debit card,PALASBARI,ASSAM,781120.0,IN,1
172.217.11.46-10.42.0.151-443-35604-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-L,kurta,L,B082W8354V,1,INR,435.0,Debit card,HYDERABAD,TELANGANA,500090.0,IN,0
220.243.235.201-10.42.0.42-80-52599-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,1,INR,399.0,Debit card,PUNE,MAHARASHTRA,411057.0,IN,0
172.217.10.227-10.42.0.42-80-44282-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-XL,kurta,XL,B08KRTXC2Y,1,INR,399.0,Credit Card,PUNE,MAHARASHTRA,411057.0,IN,0
10.42.0.211-104.192.110.245-57641-443-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,1,INR,399.0,Credit Card,Chikkaballapur,KARNATAKA,562101.0,IN,1
10.42.0.211-10.42.0.1-50516-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-L,Set,L,B0822TBFW3,1,INR,788.0,Debit card,Andul near maya stores,WEST BENGAL,711302.0,IN,0
172.217.11.33-10.42.0.151-443-33645-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5031,MEN5031-KR-XXXL,kurta,3XL,B08YYT14HH,1,INR,549.0,Debit card,BENGALURU,KARNATAKA,560078.0,IN,1
184.50.111.246-10.42.0.151-443-53505-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XS,Set,XS,B0894WW15B,1,INR,654.0,Debit card,MUMBAI,MAHARASHTRA,400067.0,IN,0
10.42.0.151-52.84.29.154-34146-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3421,JNE3421-KR-N-M,kurta,M,B08TRHNH61,1,INR,399.0,Debit card,Mumbai,MAHARASHTRA,400078.0,IN,1
10.42.0.211-104.88.106.21-36787-80-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET351,SET351-KR-NP-L,Set,L,B09KXVHNS4,1,INR,599.0,Credit Card,HYDERABAD,TELANGANA,500067.0,IN,0
172.217.9.238-10.42.0.151-443-52854-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET337,SET337-KR-NP-L,Set,L,B09KXY99M3,1,INR,874.0,Credit Card,HYDERABAD,TELANGANA,500067.0,IN,1
10.42.0.211-10.42.0.1-39808-53-17,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5021,MEN5021-KR-XXL,kurta,XXL,B08YYSWWGK,1,INR,533.0,Credit Card,HYDERABAD,TELANGANA,500075.0,IN,1
172.217.11.34-10.42.0.211-443-43916-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-XXL,kurta,XXL,B08KRYCC8J,1,INR,399.0,Debit card,BENGALURU,KARNATAKA,560011.0,IN,0
216.58.219.234-10.42.0.42-443-47241-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0338,J0338-DR-L,Western Dress,L,B09832FGG4,1,INR,744.0,Debit card,BENGALURU,KARNATAKA,560035.0,IN,1
10.42.0.211-31.13.71.7-49079-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,MEN5009,MEN5009-KR-M,kurta,M,B08YYX8VKT,1,INR,499.0,Credit Card,SURAT,Gujarat,395007.0,IN,0
151.101.1.140-10.42.0.42-80-36385-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3421,JNE3421-KR-N-M,kurta,M,B08TRHNH61,1,INR,399.0,Credit Card,Mumbai,MAHARASHTRA,400078.0,IN,0
172.217.3.106-10.42.0.151-443-53083-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3364,JNE3364-KR-1051-A-L,kurta,L,B07WP5G7MK,1,INR,376.0,Credit Card,CHITTOOR,ANDHRA PRADESH,517001.0,IN,1
10.42.0.42-66.198.178.91-57417-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-XXL,kurta,XXL,B08BFT4ZKX,1,INR,486.0,Credit Card,KADUR,KARNATAKA,577548.0,IN,1
10.42.0.211-104.254.66.16-44444-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-XXL,kurta,XXL,B08KRYXSYH,1,INR,399.0,Credit Card,SURATGARH,RAJASTHAN,335804.0,IN,0
10.42.0.151-14.204.144.143-39503-80-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3781,JNE3781-KR-XXXL,kurta,3XL,B09K3WFS32,0,,,Credit Card,MIRA ROAD,MAHARASHTRA,401107.0,IN,1
172.217.12.170-10.42.0.151-443-44491-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE2153,JNE2153-KR-278-A-XL,kurta,XL,B0794V95XT,1,INR,424.0,Credit Card,MUMBAI,MAHARASHTRA,400095.0,IN,0
172.217.10.78-10.42.0.151-443-57693-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3487,JNE3487-KR-XXL,kurta,XXL,B08RNX8Q22,1,INR,362.0,Credit Card,MUMBAI,MAHARASHTRA,400095.0,IN,1
184.29.173.155-10.42.0.211-80-59505-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3865,JNE3865-TP-XXXL,Top,3XL,B09TZSJVFX,1,INR,599.0,Credit Card,DINANAGAR,PUNJAB,143531.0,IN,0
172.217.10.74-10.42.0.211-443-33776-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,1,INR,597.0,Credit Card,KOLKATA,WEST BENGAL,700028.0,IN,1
172.217.10.10-10.42.0.151-443-52357-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0118,J0118-TP-XXL,Top,XXL,B08N4QTQHW,1,INR,487.0,Credit Card,SECUNDERABAD,TELANGANA,500011.0,IN,0
180.149.138.210-10.42.0.42-80-58498-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-XXXL,Set,3XL,B099NFZJVC,1,INR,563.0,Credit Card,KALYAN,MAHARASHTRA,421004.0,IN,0
10.42.0.211-52.84.143.74-51243-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3704,JNE3704-KR-L,kurta,L,B099FD13MH,1,INR,487.0,Debit card,ARAKANDANALLUR,TAMIL NADU,605752.0,IN,0
172.217.12.195-10.42.0.151-443-50038-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0378,J0378-SKD-XXL,Set,XXL,B09QJ4HMHN,1,INR,1099.0,Debit card,BHOPAL,MADHYA PRADESH,462038.0,IN,0
10.42.0.211-64.71.142.124-43104-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,1,INR,654.0,Credit Card,GURGAON,HARYANA,122001.0,IN,0
10.42.0.151-10.42.0.1-63000-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-XL,kurta,XL,B099FDMD6T,1,INR,329.0,Credit Card,HYDERABAD,TELANGANA,500036.0,IN,1
10.42.0.211-23.45.196.130-59824-443-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0308,J0308-DR-XXL,Western Dress,XXL,B099NTSTM2,0,,,Debit card,Bhatgaon,CHHATTISGARH,497235.0,IN,1
203.205.158.56-10.42.0.211-80-59413-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-XXL,Set,XXL,B09RP8WY5J,1,INR,1186.0,Debit card,BHANJANAGAR,ODISHA,761126.0,IN,0
10.42.0.151-10.42.0.1-5128-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0157,J0157-DR-S,Western Dress,S,B0982ZDZ8K,1,INR,588.0,Debit card,VISAKHAPATNAM,ANDHRA PRADESH,530016.0,IN,0
10.42.0.211-64.71.142.110-60198-443-6,04-30-22,Cancelled,Amazon,Amazon.in,Standard,JNE3799,JNE3799-KR-S,kurta,S,B09SDZ78G7,0,,,Debit card,GHAZIABAD,UTTAR PRADESH,201012.0,IN,0
169.47.42.215-10.42.0.211-443-41852-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE2265,JNE2265-KR-501-S,kurta,S,B07HWXNLNB,1,INR,329.0,Credit Card,VISAKHAPATNAM,ANDHRA PRADESH,531173.0,IN,1
172.217.11.46-10.42.0.151-443-39498-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3401,JNE3401-KR-M,kurta,M,B082W6ZQSV,1,INR,259.0,Credit Card,VISAKHAPATNAM,ANDHRA PRADESH,531173.0,IN,1
151.101.1.140-10.42.0.211-443-44559-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3787,JNE3787-KR-XXL,kurta,XXL,B09RKBXH45,1,INR,487.0,Credit Card,MADHURAWADA,ANDHRA PRADESH,530048.0,IN,1
172.217.10.238-10.42.0.211-443-37167-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET332,SET332-KR-PP-L,Set,L,B09NQ39KJ6,1,INR,549.0,Credit Card,ALMORA,UTTARAKHAND,263601.0,IN,1
10.42.0.151-50.17.232.169-37598-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XL,Set,XL,B09KXWW582,1,INR,626.0,Credit Card,PRODDATUR,ANDHRA PRADESH,516360.0,IN,1
172.217.12.174-10.42.0.151-443-51724-6,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE1525,JNE1525-KR-UDF19-A-XL,kurta,XL,B0743FF612,0,,,Cash,SHRIGONDA,MAHARASHTRA,413701.0,IN,0
10.42.0.211-121.12.98.64-40872-80-6,04-30-22,Cancelled,Merchant,Amazon.in,Standard,J0373,J0373-KR-M,kurta,M,B09KXR4JZB,0,INR,570.48,Cash,WARANGAL,TELANGANA,506330.0,IN,1
10.42.0.211-23.208.106.113-49708-443-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3449,JNE3449-KR-XXXL,kurta,3XL,B08CBC2J5H,1,INR,319.0,Cash,CHENNAI,TAMIL NADU,600089.0,IN,0
172.217.3.97-10.42.0.42-443-40598-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0118,J0118-TP-XXXL,Top,3XL,B08N43MK22,1,INR,518.0,Credit Card,FAIZABAD,UTTAR PRADESH,224001.0,IN,0
180.149.134.221-10.42.0.151-80-45154-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0006,J0006-SET-L,Ethnic Dress,L,B0894YJNT9,1,INR,899.0,Credit Card,BHIWADI,RAJASTHAN,301019.0,IN,0
202.77.129.161-10.42.0.151-80-34125-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0335,J0335-DR-XL,Western Dress,XL,B09831P2JC,1,INR,807.0,Credit Card,NOIDA,UTTAR PRADESH,201301.0,IN,1
10.42.0.211-10.42.0.1-54397-53-17,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0301,J0301-TP-M,Top,M,B099S9DTR2,1,INR,463.0,Debit card,WARANGAL,TELANGANA,506001.0,IN,0
10.42.0.151-14.204.144.144-33144-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET228,SET228-KR-PP-A-XXXL,Set,3XL,B09HMVYKV8,1,INR,653.0,Debit card,BANGALORE,KARNATAKA,560078.0,IN,1
172.217.12.193-10.42.0.42-443-50794-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0012,J0012-SKD-M,Set,M,B0894XYMWS,1,INR,1140.0,Debit card,NEW DELHI,DELHI,110085.0,IN,0
10.42.0.211-10.42.0.1-9779-53-17,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5023,MEN5023-KR-S,kurta,S,B08YZ1GSGW,0,,,Debit card,SAMBALPUR,ODISHA,768004.0,IN,1
172.217.10.238-10.42.0.211-443-51662-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET388,SET388-KR-NP-S,Set,S,B09QJNMFVK,1,INR,1260.0,Credit Card,ALLAHABAD,UTTAR PRADESH,211002.0,IN,0
10.42.0.211-123.125.115.190-56889-80-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET333,SET333-KR-DPT-XL,Set,XL,B09RKFZ1KH,1,INR,909.0,Credit Card,WARANGAL,TELANGANA,506009.0,IN,1
10.42.0.211-10.42.0.1-23546-53-17,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5002,MEN5002-KR-XXL,kurta,XXL,B08YZ1HZ7B,0,,,Credit Card,Vadodara,Gujarat,390011.0,IN,1
172.217.10.78-10.42.0.151-443-49821-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET172,SET172-KR-PP-B-M,Set,M,B0822V3NH7,1,INR,968.0,Credit Card,NEW DELHI,DELHI,110030.0,IN,0
10.42.0.151-52.216.1.211-46011-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XL,Set,XL,B08XQBF1G4,1,INR,788.0,Credit Card,NASHIK,MAHARASHTRA,422101.0,IN,1
208.185.50.65-10.42.0.211-443-40195-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3800,JNE3800-KR-M,Western Dress,M,B09SDXQ3X9,1,INR,771.0,Credit Card,Malda,WEST BENGAL,732103.0,IN,0
10.42.0.151-31.13.80.12-55406-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXXL,kurta,3XL,B081WZ4T3V,1,INR,399.0,Credit Card,KALYAN,MAHARASHTRA,421301.0,IN,0
172.217.12.174-10.42.0.151-443-50174-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET319,SET319-KR-NP-XL,Set,XL,B09KXVPJ7M,1,INR,888.0,Credit Card,VISAKHAPATNAM,ANDHRA PRADESH,530047.0,IN,1
10.42.0.211-104.196.69.241-35023-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET378,SET378-KR-NP-XS,Set,XS,B09RKFQBBZ,1,INR,1221.0,Credit Card,VISAKHAPATNAM,ANDHRA PRADESH,530047.0,IN,1
10.42.0.211-10.42.0.1-32619-53-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,1,INR,399.0,Credit Card,KOLLAM,KERALA,690521.0,IN,0
10.42.0.211-103.7.30.118-45636-80-6,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3368,JNE3368-KR-XXXL,kurta,3XL,B0828PD16L,1,INR,471.0,Credit Card,BENGALURU,KARNATAKA,560021.0,IN,1
10.42.0.211-106.11.92.16-35045-443-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-L,Set,L,B08MXF6MZF,1,INR,545.0,Credit Card,MUMBAI,MAHARASHTRA,400042.0,IN,0
209.10.120.26-10.42.0.211-80-39958-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET344,SET344-KR-NP-S,Set,S,B09QJ4TZR6,1,INR,968.0,Debit card,ALLAHABAD,UTTAR PRADESH,211002.0,IN,1
239.255.255.250-10.42.0.1-1900-33661-17,04-30-22,Shipped,Amazon,Amazon.in,Expedited,MEN5002,MEN5002-KR-M,kurta,M,B08YZ4WLT3,1,INR,499.0,Debit card,SURAT,Gujarat,395007.0,IN,0
172.217.11.2-10.42.0.42-443-52707-6,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,1,INR,399.0,Debit card,GUNTUR,ANDHRA PRADESH,522614.0,IN,1
